time,x,y,z
1572431839762,0.2888031,1.5008545,10.284058
1572431839763,0.72932434,1.6923828,10.317581
1572431839763,1.0597229,1.9270171999999999,10.327164
1572431839763,0.7053833,2.032364,10.087738
1572431839763,0.36062622,1.6397095000000002,10.221817
1572431839763,0.26963806,0.7394866999999999,10.987961
1572431839763,0.20260620000000001,0.17445374,11.730164
1572431839763,-0.012878418,0.39952087,11.399764999999999
1572431839763,0.05895996,0.85920715,10.528275
1572431839881,0.25527954,1.036377,10.461227000000001
1572431839882,0.19302368,0.7873688,10.513900999999999
1572431839882,-0.10385132,0.7825928000000001,9.95845
1572431839882,-0.26187134,1.194397,8.584183
1572431839882,-0.15652466,1.4816895,7.961685000000001
1572431840001,0.27442932,1.2374878,8.067032000000001
1572431840001,1.6103973,0.16009521,8.507568
1572431840001,2.2041626,-0.50549316,8.043091
1572431840001,-0.8891449,0.011657715,7.339187599999999
1572431840001,-3.9154205,1.060318,7.2482147
1572431840122,-1.5738983,0.5335846,6.960907000000001
1572431840126,1.6056061000000001,-0.28044128,8.076614
1572431840126,1.2177428999999997,-0.23733520000000002,8.71347
1572431840126,-0.40072632,-0.6443634,6.5395355
1572431840126,-0.7598571999999999,-0.8837738000000002,3.8436584000000003
1572431840244,-0.18525696,-0.44323729999999995,2.8237305
1572431840244,1.0118408,0.040390015,3.398346
1572431840244,2.7596130000000003,-0.706604,5.2466583
1572431840245,4.454712000000001,-1.3482513,7.4014435
1572431840245,5.6518097,-1.4440155000000001,8.004776
1572431840245,6.1929016,-1.3626098999999998,6.9082336
1572431840248,6.4371032999999995,-1.2812195,5.2035675
1572431840248,7.236770599999999,-1.3386688,4.695999
1572431840248,8.860046,-1.6834412,5.596222
1572431840371,10.521622,-2.0377808,6.640091
1572431840371,11.388321000000001,-2.1191864,6.644882000000001
1572431840371,12.29332,-2.4926757999999998,5.395096
1572431840372,11.996445,-2.7799834999999997,3.6712800000000003
1572431840372,11.488876,-3.2061462000000005,2.632187
1572431840488,11.934189,-3.5030365,3.7335205
1572431840488,12.336426,-4.178192,5.47171
1572431840489,12.867935000000001,-4.867721599999999,6.0175934
1572431840489,12.9206085,-3.7616120000000004,5.821274
1572431840489,12.341202000000001,-3.1439056,4.332077
1572431840705,12.78653,-2.9763029999999997,2.9817505
1572431840705,13.337189000000002,-2.7608337000000005,1.2148285
1572431840705,15.037079,-3.7855529999999997,-0.025375366
1572431840706,14.041092,-4.1111603,-2.5057678
1572431840706,12.073058999999999,-3.9770812999999996,-4.8185577
1572431840706,9.511261,-4.2356567,-2.4578857000000003
1572431840706,8.227966,-4.599579,1.7798615000000002
1572431840708,8.869614,-4.618728599999999,2.244339
1572431840708,8.874405,-3.6658324999999996,0.43910217
1572431840708,8.974960000000001,-3.4120483,-1.6151123
1572431840926,8.534424000000001,-3.6131743999999997,-0.98783875
1572431840926,6.7292023,-4.6426697,1.2004546999999999
1572431840926,5.546463,-5.6338805999999995,3.4174957000000004
1572431840926,5.8098297,-5.332199,3.9729462
1572431840926,5.637436,-4.8390045,3.1972197999999996
1572431840926,7.227188000000001,-4.489441,5.7063445999999995
1572431840926,7.0069275,-5.126297,6.6113586
1572431840928,3.396469,-7.204467999999999,2.9530182000000003
1572431840928,3.7986907999999997,-8.162155,0.75035095
1572431840928,8.706802,-6.4718475,-1.7779236
1572431840928,12.269378999999999,-4.30748,-0.55688477
1572431840928,12.772171,-4.3649445,-1.313446
1572431840928,10.167266999999999,-7.0751800000000005,0.2571411
1572431840928,7.3038025,-9.210815,4.7678223
1572431841146,6.7148285,-9.119827,3.1397705
1572431841146,8.663712,-7.750350999999999,1.8660431
1572431841147,8.405136,-7.065613000000001,0.22363281
1572431841148,7.3085938,-6.6968994,0.23799133
1572431841149,8.12262,-4.5086059999999994,-0.7723541
1572431841149,8.816939999999999,-3.6849976000000004,0.65937805
1572431841149,8.893555000000001,-2.0377808,2.0336456000000003
1572431841149,8.232758,-2.4352264,4.834854
1572431841149,8.237549000000001,-1.9276427999999999,8.181961
1572431841149,1.6774292000000002,-3.383316,7.387085000000001
1572431841368,-3.1875916,-5.576416,3.9729462
1572431841368,-3.8723297,-6.16539,2.6561432000000003
1572431841368,-1.2817993,-5.7248535,-0.49942017
1572431841370,3.0660706,-5.241226,-1.0788116
1572431841370,5.1586,-4.695343,-1.0740356000000002
1572431841370,3.6502532999999997,-3.8717346,-0.61434937
1572431841371,5.005371,-4.2117157,3.288208
1572431841371,7.576751700000001,-5.317840599999999,4.834854
1572431841371,10.818497,-7.4726257,4.8635864
1572431841371,15.204666,-9.11026,5.749450700000001
1572431841587,15.745757999999999,-8.751128999999999,2.2395477
1572431841587,9.903915,-10.087082,-3.870453
1572431841587,6.3317566,-8.880417,-0.9160155999999999
1572431841589,5.7284239999999995,-8.233978,0.73599243
1572431841589,5.752365,-7.0368805,1.7990112
1572431841589,4.483444,-6.644226,1.8660431
1572431841589,5.7284239999999995,-6.189331,1.6074829
1572431841589,9.688431,-3.4312134,1.5595856000000001
1572431841589,13.1935425,-5.394455000000001,2.809372
1572431841589,16.147995,-11.6145935,1.2483520000000001
1572431841809,13.452117999999999,-9.6896515,3.8867492999999995
1572431841809,10.919052,-6.4287415,5.4525604
1572431841809,7.3038025,-5.9211730000000005,3.853241
1572431841812,5.5081635,-3.4455720000000003,2.7758484
1572431841812,2.304718,-2.717743,0.43910217
1572431841812,1.5768738000000002,-2.2724152,0.94667053
1572431841812,3.5449066,-2.7416840000000002,4.2267303
1572431841812,2.6207428,-3.5126038,6.1851959999999995
1572431841812,0.88734436,-3.9579315000000004,5.0455475
1572431841812,0.9878998,-7.309814500000001,2.7183838
1572431841812,3.7268677,-10.307358,-0.8346100000000001
1572431841812,6.341339,-11.260254,-4.6318207000000005
1572431841812,1.9743195,-8.909134,-2.55365
1572431841814,0.7053833,-8.731964,-0.78193665
1572431842010,2.5632935000000003,-10.048782000000001,-2.9079895000000002
1572431842010,5.8912354,-9.718384,-7.9645386
1572431842010,6.2503660000000005,-10.187636999999999,-4.167343
1572431842010,6.446686,-9.957794,0.36727905
1572431842010,6.566391,-5.0257416,1.0855408000000002
1572431842010,5.9439087,-3.5461273,-0.04931640599999999
1572431842010,3.8274230000000005,-3.8765259,-0.66223145
1572431842010,1.3757628999999998,-4.987442,0.57318115
1572431842010,-0.7119751,-6.4000244,1.2627106000000001
1572431842012,-2.2442627,-9.541214,-0.7292633000000001
1572431842215,-3.5131989000000003,-11.964141999999999,0.23799133
1572431842215,-4.9832306,-12.122162,2.1629332999999997
1572431842215,-5.289688,-11.633742999999999,2.038437
1572431842215,-4.355957,-10.192428999999999,0.8030243
1572431842215,-1.5547333,-11.42305,-8.711533
1572431842215,4.703705,-15.660797,-18.163849
1572431842215,6.8776399999999995,-16.407776000000002,-5.101074
1572431842215,9.5208435,-13.841202,-3.4682312000000004
1572431842215,5.958267,-10.35524,-7.3755646
1572431842218,0.26486206,-8.79422,-1.5911713
1572431842418,-3.4174347000000003,-10.417496,4.7055664
1572431842418,-4.2027282999999995,-12.696762,4.5475616
1572431842418,-2.5220032000000003,-14.573822,3.537201
1572431842418,-3.7286682,-15.416579999999998,-15.669082999999999
1572431842419,-8.057388000000001,-6.476639,-7.514435000000001
1572431842419,-6.2282257,-2.3250884999999997,6.146881
1572431842419,-4.537918,-7.4917755,5.4094695999999995
1572431842419,-3.8244476,-9.723175,3.264267
1572431842419,-3.1396942,-10.67128,3.6616974
1572431842421,-2.3304596,-10.173278999999999,4.298553500000001
1572431842634,-0.9897003000000001,-8.708022999999999,4.686416599999999
1572431842634,-0.33369446,-8.229187,4.327286
1572431842634,-0.209198,-8.550018,3.1589202999999997
1572431842634,-0.06555176,-9.048003999999999,2.11026
1572431842634,-0.14694214,-9.766266,1.1286316
1572431842634,-0.63056946,-10.585083000000001,-0.58561707
1572431842634,-1.4398193000000001,-10.733520500000001,-2.7260284
1572431842634,-1.66008,-9.828522,-3.4011992999999996
1572431842634,-1.3296814,-8.760696000000001,-3.0181273999999996
1572431842644,-1.0328064000000001,-8.6362,-0.8298187
1572431842857,-0.53959656,-8.928299,1.3536834999999998
1572431842858,0.04458618,-9.138977,2.196457
1572431842858,0.14993286,-8.909134,2.244339
1572431842858,-0.12779236,-8.708022999999999,1.9953308
1572431842858,-0.65930176,-8.899567,1.660141
1572431842858,-1.0567474,-9.277847,1.7702789
1572431842858,-1.7366943,-9.320938,1.8468933
1572431842858,-2.7901458999999997,-8.97139,1.229187
1572431842858,-4.1404724,-9.3927765,-0.44195557
1572431842860,-3.6520538,-9.933853,-1.5001984
1572431843079,-1.0375976999999998,-9.775848,-0.6382904
1572431843079,1.7444762999999999,-10.656906,0.76950073
1572431843079,3.5496979,-13.448547,0.95625305
1572431843079,5.3022614,-15.440520999999999,-0.36534120000000003
1572431843079,6.8058167,-14.377502,-2.9654540000000003
1572431843079,5.8912354,-12.835632,-3.5304870000000004
1572431843079,1.8258667000000002,-13.103775,-2.7882842999999995
1572431843080,-3.1109772,-14.985626000000002,-2.4913939999999997
1572431843080,-7.123657000000001,-16.134842000000003,-0.72447205
1572431843082,-10.758057,-17.030273,1.3058014
1572431843299,-14.10994,-16.738174,2.1150512999999997
1572431843299,-11.787552,-12.404678,1.7798615000000002
1572431843299,-6.850708,-6.093567,0.5061492999999999
1572431843299,-4.0877989999999995,-4.460708599999999,0.08955383
1572431843299,-2.1437072999999995,-5.3417816,0.008148193
1572431843299,0.24090576,-6.7208404999999996,-0.41801453
1572431843299,4.995804,-8.703247,-1.2080993999999998
1572431843299,4.2200775,-8.296219,1.7798615000000002
1572431843300,-0.5348053,-6.3329773000000005,2.5076904
1572431843302,-2.9002838,-5.222076400000001,1.2100372
1572431843302,-4.2506104,-5.461487,0.17575073
1572431843302,-5.7685394,-4.8773040000000005,0.27151490000000006
1572431843302,-6.582565299999999,-3.8430176,0.032089232999999995
1572431843302,-6.074997,-3.8765259,-0.78193665
1572431843520,-4.691147,-5.1358795,-1.2272644
1572431843520,-2.0527344,-7.180526700000001,-4.191284
1572431843520,3.8274230000000005,-11.60022,-12.341141
1572431843521,10.186432,-18.246520999999998,-8.065094
1572431843521,10.761032,-20.525803,-1.155426
1572431843524,9.712372,-13.415023999999999,-3.9997406000000004
1572431843524,8.711594,-6.3138275,-4.804199
1572431843524,2.7931366,-9.469391,1.7990112
1572431843524,-2.454956,-15.857117,7.286529499999999
1572431843524,-3.6376953000000003,-16.671143,1.7415466
1572431843741,-4.0686493,-14.588181,-18.819855
1572431843741,-6.620864999999999,-4.106369,-2.1609955000000003
1572431843741,-6.1994934,-2.5453491,6.778946
1572431843741,-5.720642,-7.1517944,3.1876526000000003
1572431843741,-5.806839,-9.3975525,2.4406586
1572431843744,-5.0071715999999995,-10.235535,3.2929992999999995
1572431843744,-3.699936,-9.885971000000001,3.9059142999999996
1572431843744,-2.703949,-8.631409,3.585083
1572431843744,-2.0383606,-8.23877,2.809372
1572431843744,-1.8133086999999999,-9.052795,2.2060242000000003
1572431843960,-1.5116425,-9.957794,1.6984558
1572431843960,-0.89393616,-10.17807,1.5164948
1572431843960,-0.1182251,-10.235535,0.41995240000000006
1572431843960,0.70059204,-10.441436999999999,-1.8641205
1572431843961,0.7628479,-9.670502,-2.5201263
1572431843963,-0.012878418,-8.406357,-2.0221405
1572431843963,-0.35284424,-8.736755,-0.75320435
1572431843963,-0.19004822,-9.732742,0.8939971999999999
1572431843963,-0.33369446,-9.421494000000001,1.6409912
1572431843963,-0.64494324,-8.784637,1.5739594
1572431844184,-1.0136414,-8.664932,1.2914428999999998
1572431844184,-1.4589691,-8.976181,1.3249663999999999
1572431844184,-1.952179,-9.402344,1.4781952
1572431844184,-2.320877,-9.670502,1.5787506000000002
1572431844184,-2.6177672999999997,-9.747116,1.1334229
1572431844187,-3.2594147,-9.670502,0.051239014000000006
1572431844187,-3.498825,-9.675293,-1.2033234
1572431844187,-2.1724396,-9.646561,-1.6630096
1572431844187,0.16429138,-10.455795,-0.7149048000000001
1572431844187,1.9072723000000003,-12.45256,0.87005615
1572431844187,3.0852202999999996,-14.808456,1.4542542
1572431844187,4.4738617,-15.316025,-0.25042725
1572431844187,4.933548,-14.492416,-3.8800354
1572431844187,2.9511566000000005,-12.31369,-6.2119904
1572431844401,-0.58747864,-10.733520500000001,-4.3732452
1572431844402,-3.5036163,-12.122162,-1.1602173
1572431844402,-5.624878,-13.750214000000001,0.5252991
1572431844402,-8.593689,-14.923370000000002,1.3776398
1572431844402,-12.0030365,-14.688751000000002,2.7758484
1572431844402,-10.475539999999999,-11.590652,2.905136
1572431844402,-5.169983,-7.4534607,2.2108154
1572431844402,-2.6129759999999997,-6.1558075,1.6840973000000001
1572431844402,-1.545166,-6.893219,2.5460052
1572431844402,2.7739716,-8.765488000000001,-0.9543152
1572431844735,6.6238556,-9.9817505,-4.3876038
1572431844737,1.6008148000000002,-8.052017,0.4630432
1572431844737,-2.29216,-5.964279,2.2730713
1572431844737,-3.2163086,-5.538101,1.6218413999999999
1572431844737,-4.020767,-5.504593,1.6793060000000002
1572431844737,-5.423767,-4.9108276,1.4781952
1572431844737,-6.142029,-4.0249634,0.9227295
1572431844737,-5.964859,-3.3976898,0.14701843
